Customer/Project,Sl. No.,Drawing Number,Rev. No.,Description,Amd. Code,ELSN,EL Date,Despatch Status,Despatch Date,Unit,Remarks
1834,446,0-35-440-17599,16," BOLTED HORIZONTAL BRACINGS,BEAMS,POSTS&HANGERS PRODUCTION DETAILS",A ,3 ,2024-07-19,Y ,2024-07-30,TP ,
1834,447,0-35-440-17599,16," BOLTED HORIZONTAL BRACINGS,BEAMS,POSTS&HANGERS PRODUCTION DETAILS",A ,3 ,2024-07-19,Y ,2024-07-30,TP ,
1834,448,0-35-440-17599,16," BOLTED HORIZONTAL BRACINGS,BEAMS,POSTS&HANGERS PRODUCTION DETAILS",A ,3 ,2024-07-19,Y ,2024-07-30,TP ,
1834,449,0-35-440-17599,16," BOLTED HORIZONTAL BRACINGS,BEAMS,POSTS&HANGERS PRODUCTION DETAILS",A ,3 ,2024-07-19,Y ,2024-07-30,TP ,
1834,450,0-86-111-A0820,0, MPH A ROW COLUMN GA GRID-1 TO 11,A ,3 ,2024-07-19,Y ,2024-07-30,TP ,
1834,451,0-86-201-A0633,0, MPH UNIT#1-GA OF A ROW BRACING (LOWER),A ,3 ,2024-07-19,Y ,2024-07-30,TP ,
1834,452,0-86-202-A0635,1, MPH UNIT#3-GA OF A ROW BRACING (UPPER),A ,3 ,2024-07-19,Y ,2024-07-30,TP ,
1834,453,0-86-211-A0782,0, MPH UNIT#3-GA OF B ROW BRACING (LOWER),A ,3 ,2024-07-19,Y ,2024-07-30,TP ,
1834,454,0-86-212-A0783,0, MPH UNIT#3-GA OF B ROW BRACING (UPPER),A ,3 ,2024-07-19,Y ,2024-07-30,TP ,
1834,455,0-86-221-A0848,0, MPH UNIT#3-GA OF C ROW BRACING,A ,3 ,2024-07-19,Y ,2024-07-30,TP ,
1834,456,0-48-212-37611,0, WIND BOX CONN. DUCT,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,457,0-48-212-37612,0, WIND BOX CONN. DUCT,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,458,1-48-212-46322,0, BEND DUCT,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,459,1-48-212-46323,0, BEND DUCT,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,460,2-48-212-70961,0, STRAIGHT DUCT,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,461,2-48-212-70962,0, STRAIGHT DUCT,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,462,2-48-212-70963,0, HANGER SUPPORT ASSY,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,463,2-48-212-70964,0, RESTRAINT BEAM ASSY,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,464,2-48-212-70965,0, RESTRAINT BEAM ASSY,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,465,0-35-132-32168,2, S17L:2P-101 # 2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,466,0-35-132-32170,2, S17R:2P-101 # 2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,467,0-35-135-32571,2, S13L:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,468,0-35-135-32573,2, S13R:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,469,0-35-135-32575,2, S14L:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,470,0-35-135-32577,2, S14R:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,471,0-35-135-32579,2, S15L:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,472,0-35-135-32583,2, S16L:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,473,0-35-135-32585,2, S16R:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,474,0-35-135-32587,1, S18:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,475,1-35-135-38927,2, MIDDLE COLUMNS RHS TIER-5,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,476,0-35-144-32385,2, LC1:4P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,477,0-35-144-32387,2, LC2:4P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,478,0-35-144-32389,2, LC3:4P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,479,0-35-144-32391,3, LC4:4P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,480,0-35-154-32509,2, LC5:4P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,481,0-35-154-32511,2, LC6:4P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,482,0-35-154-32513,2, LC7:4P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,483,0-35-154-32515,2, LC8:4P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,484,0-35-185-32807,1, S7L:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,485,0-35-185-32809,1, S7R:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,486,0-35-185-32811,1, S8L:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,487,0-35-185-32813,1, S8R:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,488,0-35-185-32815,1, S9L:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,489,0-35-185-32817,1, S9R:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,490,0-35-185-32819,1, S10L:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,491,0-35-185-32821,1, S10R:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,492,0-35-185-32823,1, S11L:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,493,0-35-185-32825,1, S11R:5P-101#2,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,494,0-35-185-32829,2, S12R:5P-101#2,R ,4 ,2024-08-08,Y ,2024-08-29,TP ,  Revised to 4 Drawing has been Revised to Rev. No.4 !! Revised prints will be issued in the next Erection List !!
1834,495,0-35-185-32902,1, MAIN COLUMNS TIER-5,C ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,496,0-35-311-33076,0, HORIZONTAL BRACING I (RHS),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,497,0-35-311-33077,0, HORIZONTAL BRACING I (BOM),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,498,0-35-311-33282,0, HORIZONTAL BRACING-1 (BOM-2),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,499,0-35-312-33072,0, MBL-1 II PASS LHS,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,500,0-35-312-33073,0, MBL-1 II PASS RHS,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,501,0-35-312-33074,0, MBL-1 II PASS (BOM),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,502,1-35-321-39761,0, BOM FOR TRUSS WORK MBL PASS-I - 1,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,503,1-35-321-39762,0, BOM FOR TRUSS WORK MBL PASS-I - 2,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,504,1-35-322-39763,0, BOM FOR TRUSS WORK MBL PASS-II,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,505,0-35-331-33137,0, ASSEMBLY BOM - 1,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,506,0-35-331-33138,0, ASSEMBLY BOM - 2,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,507,0-35-332-33142,0, ASSEMBLY BOM,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,508,0-35-383-33134,0, ASSEMBLY BOM,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,509,0-35-383-33135,0, TIER 3 - LANDING -1,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,510,0-35-383-33136,0, TIER 3 - LANDING -2,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,511,0-35-445-33473,0, TIER-5 ELEVATION AT GRID D AND D.4,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,512,0-35-445-33474,0, TIER-5 ELEVATION AT GRID F AND F.6,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,  Revised to 1 Drawing has been Revised to Rev. No.1 !! Revised prints will be issued in the next Erection List !!
1834,513,0-35-445-33475,0, TIER-5 ELEVATION AT GRID D.5 AND E,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,514,0-35-445-33476,0, TIER-5 ELEVATION AT GRID J AND H,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,515,0-35-445-33477,0, TIER-5 ELEVATION AT GRID 102.5 TO 105,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,  Revised to 1 Drawing has been Revised to Rev. No.1 !! Revised prints will be issued in the next Erection List !!
1834,516,0-35-445-33478,0, TIER-5 ELEVATION AT GRID 106 TO 108.5,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,517,0-35-445-33479,0, TIER-5 ELEVATION AT GRID 108,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,518,0-35-445-33480,0, TER-2 PLAN AT EL. 68860,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,519,1-35-445-39807,0, BOM FOR CCB TIER-5 35445,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,520,0-35-454-33357,0, ASSEMBLY B.O.M.,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,521,0-35-445-33473,0, TIER-5 ELEVATION AT GRID D AND D.4,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,522,0-35-445-33474,0, TIER-5 ELEVATION AT GRID F AND F.6,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,  Revised to 1 Drawing has been Revised to Rev. No.1 !! Revised prints will be issued in the next Erection List !!
1834,523,0-35-445-33475,0, TIER-5 ELEVATION AT GRID D.5 AND E,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,524,0-35-445-33476,0, TIER-5 ELEVATION AT GRID J AND H,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,525,0-35-445-33477,0, TIER-5 ELEVATION AT GRID 102.5 TO 105,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,  Revised to 1 Drawing has been Revised to Rev. No.1 !! Revised prints will be issued in the next Erection List !!
1834,526,0-35-445-33478,0, TIER-5 ELEVATION AT GRID 106 TO 108.5,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,527,0-35-445-33479,0, TIER-5 ELEVATION AT GRID 108,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,528,0-35-445-33480,0, TER-2 PLAN AT EL. 68860,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,529,3-35-455-10661,0, BOM FOR CCB TIER-5 35455,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,530,0-35-445-33473,0, TIER-5 ELEVATION AT GRID D AND D.4,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,531,0-35-445-33474,0, TIER-5 ELEVATION AT GRID F AND F.6,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,  Revised to 1 Drawing has been Revised to Rev. No.1 !! Revised prints will be issued in the next Erection List !!
1834,532,0-35-445-33475,0, TIER-5 ELEVATION AT GRID D.5 AND E,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,533,0-35-445-33476,0, TIER-5 ELEVATION AT GRID J AND H,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,534,0-35-445-33477,0, TIER-5 ELEVATION AT GRID 102.5 TO 105,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,  Revised to 1 Drawing has been Revised to Rev. No.1 !! Revised prints will be issued in the next Erection List !!
1834,535,0-35-445-33478,0, TIER-5 ELEVATION AT GRID 106 TO 108.5,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,536,0-35-445-33479,0, TIER-5 ELEVATION AT GRID 108,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,537,0-35-445-33480,0, TER-2 PLAN AT EL. 68860,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,538,2-35-515-61945,0, BOM FOR VBR TIER-5 35515,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,539,0-35-445-33473,0, TIER-5 ELEVATION AT GRID D AND D.4,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,540,0-35-445-33474,0, TIER-5 ELEVATION AT GRID F AND F.6,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,  Revised to 1 Drawing has been Revised to Rev. No.1 !! Revised prints will be issued in the next Erection List !!
1834,541,0-35-445-33475,0, TIER-5 ELEVATION AT GRID D.5 AND E,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,542,0-35-445-33476,0, TIER-5 ELEVATION AT GRID J AND H,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,543,0-35-445-33477,0, TIER-5 ELEVATION AT GRID 102.5 TO 105,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,  Revised to 1 Drawing has been Revised to Rev. No.1 !! Revised prints will be issued in the next Erection List !!
1834,544,0-35-445-33478,0, TIER-5 ELEVATION AT GRID 106 TO 108.5,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,545,0-35-445-33479,0, TIER-5 ELEVATION AT GRID 108,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,546,0-35-445-33480,0, TER-2 PLAN AT EL. 68860,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,547,3-35-525-10659,0, BOM FOR TIER-5 35525,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,548,0-35-534-33332,0, ASSEMBLY B.O.M.,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,549,3-35-535-10660,0, BOM FOR TIER-5 35535,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,550,3-35-700-10199,0, EXTENDED THREAD BOLT NOTES,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,551,3-35-700-10199,0, EXTENDED THREAD BOLT NOTES,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,552,3-35-700-10199,0, EXTENDED THREAD BOLT NOTES,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,553,3-35-700-10199,0, EXTENDED THREAD BOLT NOTES,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,554,3-36-811-47525,0, FIXING ARRANGEMENT OF FLOOR GRILL-40 MM TK,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,555,2-36-851-D6273,0, 1.2M HAND RAILS & POST FOR STAIRS (6M ASSY),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,556,3-35-995-00964,0, VERTICAL LADDER FOR ERECTION PURPOSE,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,557,3-35-700-10199,0, EXTENDED THREAD BOLT NOTES,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,558,3-36-811-47525,0, FIXING ARRANGEMENT OF FLOOR GRILL-40 MM TK,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,559,3-36-811-47525,0, FIXING ARRANGEMENT OF FLOOR GRILL-40 MM TK,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,560,3-36-811-47525,0, FIXING ARRANGEMENT OF FLOOR GRILL-40 MM TK,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,561,3-36-811-47525,0, FIXING ARRANGEMENT OF FLOOR GRILL-40 MM TK,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,562,2-36-851-D6273,0, 1.2M HAND RAILS & POST FOR STAIRS (6M ASSY),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,563,2-36-851-D6273,0, 1.2M HAND RAILS & POST FOR STAIRS (6M ASSY),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,564,2-36-851-D6273,0, 1.2M HAND RAILS & POST FOR STAIRS (6M ASSY),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,565,3-39-012-00428,0, PEDESTAL PLATE DETAIL,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,566,3-36-811-47525,0, FIXING ARRANGEMENT OF FLOOR GRILL-40 MM TK,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,567,2-36-851-D6273,0, 1.2M HAND RAILS & POST FOR STAIRS (6M ASSY),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,568,0-45-802-03626,0, WINDBOX ARRANGEMENT - SH 1 (ELEVATION),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,569,0-45-802-03627,0, WINDBOX ARRANGEMENT-SH 2 (PLAN),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,570,0-45-802-03628,0, WINDBOX ARRANGEMENT - SH3 (KEY PLAN),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,571,0-45-802-03630,0, WINDBOX ARRANGEMENT - SH5 (COMPT. ASSEMBLY),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,572,0-45-802-03631,0, WINDBOX ARRANGEMENT - SH6 (IGNITOR/SCANNER),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,573,0-45-802-03632,0, WINDBOX ARRANGEMENT - SH7 (IGNITOR/SCANNER),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,574,0-45-802-03638,0, WINDBOX ARRANGEMENT - SH13 (LIFTING & HANDLING),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,575,0-45-802-03639,0, WINDBOX ARRANGEMENT - SH14 (LIFTING & HANDLING),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,576,0-45-802-03641,0, WINDBOX ARRANGEMENT - SH16 (SPLIT ZONE CONNECTIONS),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,577,0-45-802-03642,0, WINDBOX ARRANGEMENT - SH17 (INST./SCANNER AIR RISER),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,578,1-45-320-01592,1, DEFLECTOR PLATE ASSLY.& DETAILS,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,579,1-45-802-02574,0, BOM (COMPARTMENT ASSEMBLY),A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,580,0-45-802-03643,0, COAL COMPARTMENT ASSEMBLY,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,581,0-45-802-03748,0, OIL NOZZLE TIP WITH SCANNER & HEA ASSEMBLY,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,  Under Revision. Drawing is under revision !! Pl wait for the revised drawing which will be sent to site in subsequent despatches from Unit. DO NOT PROCEED WITH CURRENT REVISION without checking with designer
1834,582,1-45-802-02152,1, END AIR NOZZLE TIP WITH SCANNER ASSEMBLY,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,583,1-45-802-02570,0, AUXILIARY AIR NOZZLE TIP W/SCANNER ASSEMBLY,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,584,0-48-212-37611,0, WIND BOX CONN. DUCT,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,585,0-48-212-37612,0, WIND BOX CONN. DUCT,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,586,1-48-212-46322,0, BEND DUCT,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,587,1-48-212-46323,0, BEND DUCT,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,588,2-48-212-70961,0, STRAIGHT DUCT,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,589,2-48-212-70962,0, STRAIGHT DUCT,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,590,2-48-212-70963,0, HANGER SUPPORT ASSY,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,591,2-48-212-70964,0, RESTRAINT BEAM ASSY,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,592,2-48-212-70965,0, RESTRAINT BEAM ASSY,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,593,3-48-212-E3003,0, WIND BOX CONN. DUCT BOM,A ,4 ,2024-08-08,Y ,2024-08-29,TP ,
1834,594,0-35-132-32172,3, S18:2P-101 # 2,R ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,595,0-35-514-33329,0," FRAMES ALONG GRIDS D, D.4, D.5 & E - TIER 4",A ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,596,0-35-136-32589,1, S13L:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,597,0-35-136-32593,1, S14L:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,598,0-35-136-32595,1, S14R:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,599,0-35-137-32599,1, S13L:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,600,0-35-137-32601,1, S13R:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,601,0-35-137-32603,1, S14L:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,602,0-35-137-32605,1, S14R:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,603,0-35-137-32607,1, S18:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,604,1-35-137-38929,1, MIDDLE COLUMNS RHS TIER-7,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,605,0-35-138-32609,1, S13L:8P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,606,0-35-138-32611,1, S13R:8P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,607,0-35-138-32613,1, S18:8P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,608,1-35-138-38930,1, MIDDLE COLUMNS RHS TIER-8,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,609,0-35-141-32293,4, EX3L:1P-101#2,R ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,610,0-35-142-32325,2, EX3L:2P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,611,0-35-142-32327,3, EX4L:2P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,612,0-35-142-32329,2, EX5L:2P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,613,0-35-142-32349,1, S6L:2P-101#2,D ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,614,0-35-143-32355,2, EX3L:3P-101#2,R ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,615,0-35-514-33329,0," FRAMES ALONG GRIDS D, D.4, D.5 & E - TIER 4",A ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,616,0-35-145-32224,1," AUX.LHS,TIER-5",C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,617,0-35-147-32226,1," AUX.LHS,TIER-7",C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,618,0-35-148-32227,1," AUX.LHS,TIER-8",C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,619,0-35-152-32449,2, EX3R:2P-101#2,R ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,620,0-35-152-32453,2, EX5R:2P-101#2,R ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,621,0-35-154-32523,2, S4R:4P-101#2,R ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,622,0-35-514-33329,0," FRAMES ALONG GRIDS D, D.4, D.5 & E - TIER 4",A ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,623,0-35-155-32711,1, EX1R:5P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,624,0-35-155-32713,1, EX2R:5P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,625,0-35-155-32715,1, LC5:5P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,626,0-35-155-32717,1, LC6:5P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,627,0-35-155-32719,1, LC7:5P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,628,0-35-155-32721,1, LC8:5P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,629,0-35-155-32723,1, S1R:5P-102#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,630,0-35-155-32729,1, S4R:5P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,631,0-35-155-32731,1, S5R:5P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,632,0-35-155-32733,1, S6R:5P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,633,0-35-156-32735,1, EX1R:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,634,0-35-156-32737,1, EX2R:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,635,0-35-156-32739,1, LC5:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,636,0-35-156-32741,1, LC6:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,637,0-35-156-32743,1, LC7:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,638,0-35-156-32745,1, LC8:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,639,0-35-156-32747,1, S1R:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,640,0-35-156-32749,1, S2R:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,641,0-35-156-32751,1, S3R:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,642,0-35-156-32753,1, S4R:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,643,0-35-156-32755,1, S5R:6P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,644,0-35-157-32759,1, EX1R:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,645,0-35-157-32761,1, EX2R:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,646,0-35-157-32763,1, LC5:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,647,0-35-157-32767,1, LC7:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,648,0-35-157-32769,1, LC8:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,  Revised to 2 Drawing has been Revised to Rev. No.2 !! Revised prints will be issued in the next Erection List !!
1834,649,0-35-157-32771,1, S1R:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,650,0-35-157-32773,1, S2R:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,
1834,651,0-35-157-32775,1, S3R:7P-101#2,C ,5 ,2024-09-09,Y ,2024-12-07,TP ,  Revised to 2 Drawing has been Revised to Rev. No.2 !! Revised prints will be issued in the next Erection List !!
